39,"['India', 'Pakistan', 'international agreement', 'craft production', 'trading operation']"
40,"['EC agreement', 'Pakistan', 'trade agreement', 'tariff quota', 'craft production']"
41,"['GATT', 'tariff preference', 'international agreement', 'customs duties', 'Norway', 'aluminium']"
42,"['Turkey', 'protocol to an agreement', 'free movement of goods', 'free movement of persons', 'EC association agreement', 'trade policy']"
43,"['EC agreement', 'EC trade agreement', 'Turkey', 'trade promotion', 'ECSC']"
44,"['GATT', 'tariff preference', 'customs duties', 'international agreement', 'New Zealand']"
45,"['Malta', 'EC association agreement', 'trading operation', 'customs duties', 'tariff negotiations']"
46,"['Switzerland', 'customs duties', 'GATT', 'trading operation', 'international agreement']"
47,"['Switzerland', 'EC trade agreement', 'free-trade agreement', 'customs duties']"
48,"['EC agreement', 'Lebanon', 'trade policy', 'customs tariff']"
49,"['EC agreement', 'Lebanon', 'trade policy', 'trade agreement']"
50,"['Cyprus', 'EC association agreement', 'GATT', 'customs duties', 'trading operation']"
51,"['Cyprus', 'protocol to an agreement', 'EC association agreement']"
52,"['international convention', 'international trade', 'protected species', 'protection of animal life', 'protection of plant life']"
53,"['EC agreement', 'ECSC', 'Norway', 'trade policy', 'customs duties', 'charge having equivalent effect']"
54,"['customs harmonisation', 'simplification of formalities', 'international convention']"
55,"['protocol to an agreement', 'EC association agreement', 'Turkey', 'customs duties', 'trade policy', 'tariff preference']"
56,"['EC association agreement', 'protocol to an agreement', 'Turkey', 'ECSC', 'trade policy', 'trade promotion']"
57,"['customs duties', 'Iceland', 'ECSC', 'international agreement', 'charge having equivalent effect', 'quantitative restriction']"
58,"['customs duties', 'Switzerland', 'ECSC', 'international agreement', 'charge having equivalent effect', 'quantitative restriction']"
59,"['Switzerland', 'Liechtenstein', 'ECSC', 'international agreement', 'trading operation']"
60,"['Lebanon', 'trade agreement', 'trading operation', 'protocol to an agreement']"
61,"['EC interim agreement', 'Turkey', 'customs tariff', 'trade policy']"
62,"['EC agreement', 'Lebanon', 'trade policy', 'tariff quota']"
63,"['Turkey', 'EC association agreement', 'trading operation', 'import tax']"
64,"['Norway', 'international agreement', 'customs duties', 'tariff reduction']"
65,"['EC agreement', 'mutual assistance scheme', 'chemical process', 'health policy', 'biotechnology']"
66,"['Iceland', 'EC agreement', 'customs duties', 'charge having equivalent effect', 'trade policy', 'Community import']"
67,"['Switzerland', 'EC agreement', 'trade policy', 'Community import', 'customs duties', 'charge having equivalent effect']"
68,"['EC agreement', 'Switzerland', 'Liechtenstein', 'trade policy', 'customs duties', 'charge having equivalent effect']"
69,"['EC agreement', 'trade cooperation', 'Mexico', 'international cooperation']"
70,"['India', 'trade policy', 'cane sugar']"
71,"['international road transport', 'EC agreement', 'transport document', 'carriage of goods', 'vehicle parts', 'customs regulations']"
72,"['IAEA', 'nuclear energy', 'cooperation agreement']"
73,"['zinc', 'lead', 'GATT', 'tariff preference', 'Australia']"
74,"['Turkey', 'administrative cooperation', 'originating product']"
75,"['sugar', 'protocol on sugar', 'first Lomé Convention', 'ACP countries', 'international cooperation']"
76,"['Mediterranean Sea', 'environmental protection', 'environmental cooperation', 'pollution control measures', 'European convention', 'marine pollution']"
77,"['protocol to an agreement', 'environmental cooperation', 'Mediterranean Sea', 'marine pollution', 'oil pollution', 'information transfer']"
78,"['Malta', 'association agreement', 'protocol to an agreement', 'tariff quota', 'customs duties']"
79,"['Pakistan', 'cooperation agreement', 'trade cooperation']"
80,"['EC agreement', 'mutual assistance scheme', 'chemical process', 'health policy', 'biotechnology']"
81,"['international agreement', 'Tunisia', 'Community import', 'cereal product', 'agricultural levy']"
82,"['Canada', 'EC cooperation agreement', 'trade cooperation', 'economic cooperation', 'framework agreement']"
83,"['Canada', 'EC cooperation agreement', 'trade cooperation', 'economic cooperation', 'framework agreement']"
84,"['international agreement', 'Iceland']"
85,"['cooperation agreement', 'Bangladesh', 'trade policy', 'tariff preference', 'customs duties']"
86,"['Switzerland', 'protocol to an agreement']"
87,"['EC agreement', 'Iceland', 'common customs tariff', 'chemical compound']"
88,"['Norway', 'EC agreement', 'chemical compound', 'common customs tariff']"
89,"['EC agreement', 'Switzerland', 'common customs tariff', 'chemical compound']"
90,"['Egypt', 'cooperation agreement', 'financial cooperation', 'technical cooperation', 'administrative cooperation', 'protocol to an agreement']"
91,"['cooperation agreement', 'Syria', 'technical cooperation', 'financial cooperation', 'administrative cooperation', 'trade policy']"
92,"['Syria', 'ECSC', 'trading operation', 'customs duties']"
93,"['Morocco', 'wine of superior quality', 'trade policy', 'EC agreement']"
94,"['fishing agreement', 'Denmark', 'Faeroes']"
95,"['Lebanon', 'financial cooperation', 'technical cooperation', 'administrative cooperation', 'cooperation agreement', 'protocol to an agreement']"
96,"['Lebanon', 'ECSC', 'trading operation', 'customs duties']"
97,"['EC agreement', 'Switzerland', 'amendment', 'Community transit', 'customs regulations']"
98,"['Switzerland', 'Austria', 'Community transit', 'trade regulations']"
99,"['protocol to an agreement', 'EC association agreement', 'Cyprus', 'trade policy', 'originating product', 'cooperation policy']"
100,"['environmental protection', 'European convention', 'pollution control measures', 'environmental cooperation', 'Rhine Valley', 'chemical pollution']"
101,"['environmental protection', 'European convention', 'pollution control measures', 'environmental cooperation', 'Rhine Valley']"
102,"['Malta', 'EC association agreement', 'protocol to an agreement', 'trade policy']"
103,"['Canada', 'cooperation agreement', 'nuclear policy', 'international agreement']"
104,"['AETR agreement', 'transport safety', 'transport regulations', 'vehicle documents']"
105,"['association agreement', 'IDA', 'account', ""Member State's contribution""]"
106,"['tariff quota', 'EC agreement', 'Switzerland']"
107,"['EC cooperation agreement', 'Switzerland', 'EAEC', 'nuclear fusion', 'plasma physics']"
108,"['EC agreement', 'Switzerland', 'customs tariff', 'customs duties']"
109,"['Tunisia', 'wine of superior quality', 'tariff quota', 'trade policy']"
110,"['international convention', 'international cooperation', 'NAFO', 'conservation of fish stocks', 'fishery management']"
111,"['bank', 'claim', 'medium-term financial assistance', 'EC agreement', 'financial regulation']"
112,"['European convention', 'livestock farming', 'protection of animals', 'comitology', 'EC standing committee']"
113,"['EC agreement', 'Norway', 'customs tariff', 'customs duties']"
114,"['beef', 'international cooperation', 'GATT', 'international trade', 'market supervision']"
115,"['market supervision', 'milk product', 'international cooperation', 'GATT', 'international trade']"
116,"['GATT', 'standardisation', 'technical regulations', 'Community certification', 'international trade', 'EC agreement']"
117,"['EC agreement', 'public contract', 'GATT', 'international trade']"
118,"['EC agreement', 'aircraft', 'international trade', 'customs duties']"
119,"['GATT', 'international trade', 'economic support', 'countervailing charge']"
120,"['GATT', 'international trade', 'dumping', 'EC agreement', 'anti-dumping duty']"
121,"['import licence', 'international trade', 'GATT', 'customs formalities']"
122,"['EC agreement', 'GATT', 'customs duties', 'international trade', 'customs valuation']"
123,"['EC agreement', 'protocol to an agreement', 'cultural object', 'teaching materials', 'scientific apparatus', 'Community import']"
124,"['international agreement', 'fishing agreement', 'fishery management', 'Senegal', 'fishing licence']"
125,"['international convention', 'protection of animal life', 'animal life', 'protected species', 'zoology', 'environmental cooperation']"
126,"['multilateral agreement', 'protocol to an agreement', 'GATT', 'tariff negotiations']"
127,"['European convention', 'wildlife', 'protection of animal life', 'protection of plant life']"
128,"['EC Protocol', 'GATT', 'international trade']"
129,"['international convention', 'atmospheric pollution', 'frontier region', 'information transfer', 'research and development', 'UN convention']"
130,"['multilateral agreement', 'protocol to an agreement', 'GATT', 'tariff negotiations']"
131,"['GATT', 'international trade', 'Philippines']"
132,"['protocol to an agreement', 'accession to an agreement', 'Colombia', 'GATT']"
133,"['Tunisia', 'originating product', 'administrative cooperation', 'Community transit']"
134,"['Cyprus', 'administrative cooperation', 'originating product', 'Community transit', 'tariff nomenclature']"
135,"['international agreement', 'fishing agreement', 'Guinea-Bissau', 'fishery management', 'fishing licence']"
136,"['fishing agreement', 'Norway', 'conservation of fish stocks', 'fishery management']"
137,"['cooperation agreement', 'Asean', 'trade cooperation', 'economic cooperation', 'development aid']"
138,"['free-trade agreement', 'Norway', 'tariff quota', 'paperboard', 'tariff nomenclature']"
139,"['international agreement', 'Canada', 'GATT', 'tariff preference', 'fruit', 'vegetable']"
140,"['EC agreement', 'Iceland', 'customs duties', 'customs tariff']"
141,"['EC agreement', 'Switzerland', 'Community transit', 'customs duties']"
142,"['trade agreement', 'Romania', 'EC Commission', 'EC joint committee']"
143,"['framework agreement', 'Brazil', 'trade cooperation', 'economic cooperation']"
144,"['trade agreement', 'voluntary restraint agreement', 'Argentina', 'sheepmeat', 'Community import', 'customs duties']"
145,"['trade agreement', 'voluntary restraint agreement', 'New Zealand', 'sheepmeat', 'goatmeat', 'Community import']"
146,"['trade agreement', 'voluntary restraint agreement', 'Uruguay', 'sheepmeat', 'Community import', 'customs duties']"
147,"['trade agreement', 'voluntary restraint agreement', 'Australia', 'sheepmeat', 'goatmeat', 'Community import']"
148,"['international convention', 'fishery management', 'Atlantic Ocean']"
149,"['Lebanon', 'administrative cooperation', 'originating product', 'Community transit', 'tariff nomenclature']"
150,"['EC agreement', 'Turkey', 'Community import', 'tariff quota', 'abolition of customs duties']"
151,"['voluntary restraint agreement', 'Yugoslavia', 'sheep', 'goat', 'meat product', 'quantitative restriction']"
152,"['voluntary restraint agreement', 'Iceland', 'sheepmeat', 'goatmeat', 'Community import', 'quantitative restriction']"
153,"['voluntary restraint agreement', 'Romania', 'sheep', 'goat', 'meat product', 'quantitative restriction']"
154,"['voluntary restraint agreement', 'Romania', 'sheep', 'goat', 'meat product', 'quantitative restriction']"
155,"['voluntary restraint agreement', 'Romania', 'sheep', 'goat', 'meat product', 'quantitative restriction']"
156,"['protocol to an agreement', 'ECSC', 'India', 'economic cooperation', 'trade cooperation']"
157,"['voluntary restraint agreement', 'Hungary', 'sheep', 'goat', 'meat product', 'quantitative restriction']"
158,"['voluntary restraint agreement', 'Poland', 'sheep', 'goat', 'meat product', 'quantitative restriction']"
159,"['EC agreement', 'Switzerland', 'Austria', 'Community transit', 'carriage of goods']"
160,"['international agreement', 'Australia', 'EAEC', 'nuclear fuel']"
161,"['international agreement', 'cocoa', 'trade agreement', 'customs document', 'customs formalities']"
162,"['international agreement', 'cocoa', 'trade agreement', 'customs document', 'customs formalities']"
163,"['Canada', 'EC agreement', 'nuclear fuel', 'storage of waste', 'uranium']"
164,"['fishing agreement', 'Canada', 'environmental cooperation', 'fishing area']"
165,"['fishing agreement', 'Senegal', 'revision of an agreement', 'fishing vessel', 'fishing permit']"
166,"['fishing agreement', 'sea fish', 'Atlantic Ocean', 'conservation of fish stocks', 'fishing area']"
167,"['EC cooperation agreement', 'WHO', 'health policy', 'information transfer']"
168,"['Switzerland', 'cooperation agreement', 'nuclear fusion', 'plasma physics']"
169,"['multilateral agreement', 'international transport', 'public transport', 'road transport', 'bus', 'transport document']"
170,"['EC cooperation agreement', 'Arab Common Market', 'Euro-Arab cooperation']"
171,"['EC agreement', 'trade agreement', 'sheepmeat', 'goatmeat', 'export', 'Czechoslovakia']"
172,"['EC agreement', 'trade agreement', 'sheepmeat', 'goatmeat', 'export', 'Czechoslovakia']"
173,"['EC agreement', 'trade agreement', 'sheepmeat', 'goatmeat', 'export', 'Czechoslovakia']"
174,"['environmental protection', 'European convention', 'pollution control measures', 'environmental cooperation', 'Rhine Valley', 'chemical pollution']"
175,"['EC cooperation agreement', 'Thailand', 'Community import', 'agricultural policy', 'development aid']"
176,"['EC agreement', 'Indonesia', 'cassava', 'tariff quota', 'GATT']"
177,"['EC agreement', 'Brazil', 'cassava', 'tariff quota', 'GATT']"
178,"['EC agreement', 'Bulgaria', 'trade agreement', 'sheepmeat', 'goatmeat', 'export']"
179,"['preferential agreement', 'Indonesia', 'tariff preference', 'trade agreement']"
180,"['Iceland', 'protocol to an agreement', 'processed food product', 'beverage']"
181,"['Norway', 'protocol to an agreement', 'processed food product', 'beverage', 'paper']"
182,"['Switzerland', 'protocol to an agreement', 'processed food product', 'beverage', 'paper']"
183,"['Norway', 'EC agreement', 'Community transit', 'tariff nomenclature']"
184,"['Mediterranean Sea', 'pollution from land-based sources', 'pollution control measures', 'protocol to an agreement', 'environmental protection', 'environmental cooperation']"
185,"['cooperation agreement', 'fishing agreement', 'inshore fishing', 'Guinea-Bissau']"
186,"['fishing agreement', 'EC agreement', 'Guinea', 'fishing permit', 'fishing area']"
187,"['framework agreement', 'Brazil', 'trade cooperation', 'economic cooperation']"
188,"['EC cooperation agreement', 'Brazil', 'trade cooperation', 'economic cooperation', 'accession to the European Union', 'Greece']"
189,"['EC agreement', 'Baltic Sea', 'Denmark', 'fishery product', 'conservation of fish stocks', 'environmental cooperation']"
190,"['protocol to an agreement', 'Baltic Sea', 'Denmark', 'fishery product', 'conservation of fish stocks', 'environmental cooperation']"
191,"['EC cooperation agreement', 'UNEP', 'environmental cooperation', 'information transfer']"
192,"['international organisation', 'cooperation agreement', 'international cooperation', 'family law']"
193,"['EC agreement', 'deep-sea fishing', 'fishing agreement', 'fisheries policy', 'São Tomé and Príncipe']"
194,"['Switzerland', 'protocol to an agreement', 'EC agreement', 'agricultural product']"
195,"['Senegal', 'EC agreement', 'fisheries policy', 'deep-sea fishing']"
196,"['São Tomé and Príncipe', 'EC agreement', 'fisheries policy', 'deep-sea fishing', 'trade cooperation']"
197,"['Seychelles', 'deep-sea fishing', 'EC agreement', 'environmental cooperation', 'fishery resources', 'fisheries policy']"
198,"['sugar', 'EC agreement', 'India', 'tariff preference', 'trade policy']"
199,"['international convention', 'customs inspection', 'customs transit', 'UNO', 'liberalisation of trade']"
200,"['cooperation agreement', 'Latin America', 'trade cooperation', 'economic cooperation', 'development aid']"
201,"['EC agreement', 'sheep', 'goat', 'Bulgaria']"
202,"['EC agreement', 'sheep', 'goat', 'Hungary']"
203,"['EC agreement', 'sheep', 'goat', 'Iceland']"
204,"['EC agreement', 'sheep', 'goat', 'Poland']"
205,"['EC agreement', 'sheep', 'goat', 'Czechoslovakia']"
206,"['EC agreement', 'sheep', 'goat', 'Yugoslavia']"
207,"['protocol on sugar', 'Saint Christopher and Nevis', 'second Lomé Convention', 'accession to an agreement']"
208,"['protocol on sugar', ""Côte d'Ivoire"", 'second Lomé Convention', 'accession to an agreement']"
209,"['EC cooperation agreement', 'Switzerland', 'wine', 'information transfer', 'health control', 'product quality']"
210,"['fishing agreement', 'Equatorial Guinea', 'fishing area', 'fishery resources', 'maritime shipping']"
211,"['EC cooperation agreement', 'North Sea', 'oil pollution', 'marine pollution']"
212,"['EC agreement', 'Switzerland', 'clock and watch industry', 'EC trade agreement']"
213,"['bilateral agreement', 'Australia', 'cheese']"
214,"['bilateral agreement', 'New Zealand', 'cheese']"
215,"['economic cooperation', 'Yemen', 'trade cooperation']"
216,"['Denmark', 'EC agreement', 'fishery management', 'Greenland', 'sea fishing']"
217,"['Asean countries', 'cooperation agreement', 'EC agreement']"
218,"['Denmark', 'EC agreement', 'Faeroes', 'sea fishing']"
219,"['environmental protection', 'European convention', 'pollution control measures', 'environmental cooperation', 'Rhine Valley', 'chemical pollution']"
220,"['goat', 'Hungary', 'sheep', 'distributive trades']"
221,"['EC cooperation agreement', 'Canada', 'EAEC', 'nuclear energy', 'nuclear non-proliferation']"
222,"['China', 'EC cooperation agreement', 'trade cooperation', 'economic cooperation']"
223,"['EC agreement', 'processed food product', 'Switzerland', 'distributive trades', 'vegetable product']"
224,"['framework agreement', 'Sweden', 'scientific cooperation', 'technical cooperation']"
225,"['framework agreement', 'Switzerland', 'scientific cooperation', 'technical cooperation']"
226,"['international agreement', 'tropical wood', 'international trade', 'research and development', 'management of resources']"
227,"['EAEC', 'nuclear fusion', 'scientific cooperation']"
228,"['Norway', 'scientific cooperation', 'technical cooperation']"
229,"['Pakistan', 'EC cooperation agreement', 'trade cooperation', 'economic cooperation', 'EC trade agreement']"
230,"['medical and surgical instruments', 'tariff exemption', 'temporary admission']"
231,"['medical and surgical instruments', 'tariff exemption', 'temporary admission']"
232,"['cassava', 'EC agreement', 'Thailand', 'distributive trades']"
233,['fishing agreement']
234,['fishing agreement']
235,['fishing agreement']
236,"['Central America', 'cooperation agreement', 'EC agreement', 'economic cooperation']"
237,"['international convention', 'protocol to an agreement', 'atmospheric pollution', 'transfrontier pollution', 'environmental cooperation', 'environmental monitoring']"
238,"['food aid', 'international agreement', 'wheat']"
239,"['EC transitional period', 'enlargement of the Union', 'Iceland', 'distributive trades']"
240,"['EC agreement', 'Norway']"
241,"['EC agreement', 'Switzerland']"
242,"['EC agreement', 'Iceland']"
243,"['Norway', 'fishing agreement', 'EC trade agreement', 'agricultural product', 'trading operation', 'tariff quota']"
244,"['Switzerland', 'fishing agreement', 'EC trade agreement', 'agricultural product', 'trading operation', 'tariff quota']"
245,"['EC transitional period', 'enlargement of the Union', 'Norway', 'distributive trades']"
246,"['EC transitional period', 'enlargement of the Union', 'Switzerland', 'distributive trades']"
247,"['fishing agreement', 'Guinea', 'sea fishing', 'fishing area', 'fishing licence', 'fishing vessel']"
249,"['pharmaceutical legislation', 'pharmaceutical product']"
250,"['pharmaceutical legislation', 'pharmaceutical product']"
251,"['information transfer', 'pharmaceutical industry', 'research and development']"
252,"['information transfer', 'pharmaceutical industry', 'research and development']"
253,"['information transfer', 'pharmaceutical industry', 'research and development']"
254,"['nuclear fusion', 'United States']"
255,"['United States', 'tariff preference', 'EC trade agreement', 'agricultural product', 'trading operation']"
256,"['Mexico', 'GATT', 'protocol to an agreement', 'accession to an agreement']"
257,"['Switzerland', 'EC agreement', 'clock and watch industry', 'technical regulations']"
258,"['fishing agreement', 'Mozambique', 'sea fishing']"
259,"['fishing agreement', 'Mozambique', 'sea fishing']"
260,"['deep-sea fishing', 'Seychelles']"
261,"['deep-sea fishing', 'Seychelles']"
262,"['customs document', 'customs formalities', 'EC agreement', 'EFTA countries', 'distributive trades']"
263,"['Gambia', 'fishing agreement', 'fishing vessel', 'fishing area', 'fishing licence', 'fishery management']"
264,"['EC agreement', 'evaluation of resources', 'exploitation of the seas', 'fishery management']"
265,"['international convention', 'customs cooperation', 'Combined Nomenclature', 'customs harmonisation']"
266,"['international convention', 'protocol to an agreement', 'customs cooperation', 'Combined Nomenclature', 'customs harmonisation']"
267,"['European convention', 'customs transit', 'EFTA countries', 'guarantee', 'form', 'customs document']"
268,"['South Korea', 'textile product', 'distributive trades']"
269,"['EC agreement', 'fishing agreement', 'fishing industry']"
270,"['cooperation agreement', 'Council of Europe', 'European Community']"
271,"['export refund', 'pasta', 'United States']"
272,"['cheese', 'EC agreement', 'hard cheese', 'Switzerland', 'weights and measures']"
273,"['EC agreement', 'Egypt', 'foodstuff', 'tariff reduction']"
274,"['protocol to an agreement', 'EC cooperation agreement', 'Jordan', 'agricultural product', 'tariff preference', 'abolition of customs duties']"
275,"['EC agreement', 'foodstuff', 'Lebanon', 'tariff reduction']"
276,"['protocol to an agreement', 'EC cooperation agreement', 'Tunisia', 'agricultural product', 'tariff preference', 'abolition of customs duties']"
277,"['fishing agreement', 'São Tomé and Príncipe', 'sea fishing']"
278,"['fishing agreement', 'São Tomé and Príncipe', 'sea fishing']"
279,"['fishing agreement', 'Mauritania', 'sea fishing']"
280,"['international agreement', 'Switzerland']"
281,"['designation of origin', 'EC agreement', 'Tunisia', 'wine']"
282,"['GATT', 'public contract', 'protocol to an agreement', 'international trade', 'information transfer', 'administrative cooperation']"
283,"['Switzerland', 'Community transit', 'amendment', 'single document', 'customs formalities']"
284,"['Switzerland', 'Community transit', 'single document', 'customs formalities', 'simplification of formalities']"
285,"['Switzerland', 'terminology']"
286,"['Morocco', 'protocol to an agreement', 'GATT', 'accession to an agreement']"
287,"['Community import', 'GATT', 'trade agreement']"
288,"['protocol to an agreement', 'EC association agreement', 'Turkey', 'citrus fruit', 'grape', 'trading operation']"
289,"['Thailand', 'EC trade agreement', 'tariff preference', 'potato', 'cassava', 'starch']"
292,"['international convention', 'pollution control', 'pollution of waterways']"
293,"['international convention', 'mercury', 'pollution control', 'pollution of waterways']"
294,"['cork', 'research and development', 'Switzerland', 'wood product']"
295,"['cooperation agreement', 'research and development', 'Switzerland']"
296,"['pollution control measures', 'halogen', 'international convention', 'ozone', 'protocol to an agreement', 'quality of the environment']"
297,"['international convention', 'protocol to an agreement', 'ozone', 'pollution control measures', 'stratospheric pollution']"
298,"['Israel', 'protocol to an agreement', 'EC cooperation agreement', 'agricultural product', 'customs duties', 'tariff quota']"
299,"['protocol to an agreement', 'floriculture', 'Israel', 'tariff quota', 'price index', 'import price']"
300,"['financial aid', 'financial cooperation', 'Israel', 'protocol to an agreement']"
301,"['agricultural product', 'cooperation agreement', 'protocol to an agreement', 'Syria']"
302,"['cooperation agreement', 'import', 'tariff reduction', 'vegetable product']"
303,"['cooperation agreement', 'fruit product', 'preserved product', 'tariff reduction']"
304,"['fruit product', 'import', 'Israel', 'preserved product']"
305,"['fruit product', 'Morocco', 'preserved product', 'tariff reduction']"
306,"['Hong Kong', 'EC trade agreement', 'textile product', 'tariff quota', 'clothing']"
307,"['Cyprus', 'administrative cooperation', 'originating product', 'Community transit', 'movement certificate']"
308,"['Arab League countries', 'cooperation agreement', 'economic cooperation', 'technical cooperation', 'distributive trades']"
309,"['cooperation agreement', 'EAEC', 'energy research', 'Japan', 'nuclear fusion']"
310,"['alcoholic beverage', 'Canada', 'trade agreement']"
311,"['fruit product', 'import', 'preserved product', 'Tunisia']"
312,"['Malta', 'protocol to an agreement', 'EC association agreement', 'customs duties', 'trading operation', 'tariff negotiations']"
313,"['Malta', 'EC trade agreement', 'beer', 'tariff quota']"
314,"['Malta', 'protocol to an agreement', 'EC association agreement', 'accession to the European Union', 'Spain', 'Portugal']"
315,"['Czechoslovakia', 'EC trade agreement', 'liberalisation of trade', 'import licence', 'testing', 'industrial product']"
316,"['EC transitional period', 'enlargement of the Union', 'Iceland', 'distributive trades']"
317,"['EC transitional period', 'enlargement of the Union', 'Norway', 'distributive trades']"
318,"['EC transitional period', 'enlargement of the Union', 'Switzerland', 'distributive trades']"
319,"['crustacean', 'EC agreement', 'fishery resources', 'fishing agreement', 'Mauritius']"
320,"['EC agreement', 'enlargement of the Union', 'Iceland', 'protocol to an agreement']"
321,"['EC agreement', 'enlargement of the Union', 'Norway', 'protocol to an agreement']"
322,"['EC agreement', 'enlargement of the Union', 'protocol to an agreement', 'Switzerland']"
323,"['Hong Kong', 'textile product', 'EC trade agreement', 'tariff quota']"
324,"['Iceland', 'protocol to an agreement', 'quantitative restriction', 'export restriction']"
325,"['Norway', 'protocol to an agreement', 'quantitative restriction', 'export restriction']"
326,"['protocol to an agreement', 'quantitative restriction', 'export restriction', 'Switzerland']"
327,"['Poland', 'EC trade agreement', 'liberalisation of trade', 'import licence', 'testing', 'industrial product']"
328,"['Poland', 'trade cooperation', 'EC trade agreement', 'Combined Nomenclature', 'liberalisation of trade']"
329,"['EC agreement', 'quantitative restriction', 'export restriction', 'trade agreement']"
330,"['Iceland', 'information network', 'information transfer', 'distributive trades']"
331,"['information network', 'information transfer', 'Norway', 'distributive trades']"
332,"['information network', 'information transfer', 'Switzerland', 'distributive trades']"
333,"['EFTA countries', 'Community transit', 'customs formalities', 'simplification of formalities', 'single document', 'form']"
334,"['Malta', 'originating product', 'Community transit', 'movement certificate', 'administrative cooperation']"
335,"['Egypt', 'originating product', 'administrative cooperation', 'movement certificate', 'Community transit']"
336,"['Egypt', 'originating product', 'administrative cooperation', 'movement certificate', 'Canary Islands', 'Ceuta and Melilla']"
337,"['Tunisia', 'administrative cooperation', 'originating product', 'movement certificate']"
338,"['framework agreement', 'Iceland', 'scientific cooperation', 'technical cooperation']"
339,"['Bolivia', 'protocol to an agreement', 'GATT', 'accession to an agreement']"
340,"['USSR', 'EC cooperation agreement', 'EC trade agreement', 'trade cooperation', 'economic cooperation', 'liberalisation of trade']"
341,"['USSR', 'EC trade agreement', 'liberalisation of trade', 'import licence', 'testing', 'industrial product']"
342,"['EC agreement', 'economic cooperation', 'Poland', 'trade cooperation']"
343,"['European Community', 'environmental protection', 'Germany', 'watercourse']"
344,"['customs inspection', 'EC agreement', 'simplification of formalities', 'Switzerland']"
345,"['sea fishing', 'Sierra Leone']"
346,"['commodity agreement', 'EC fund', 'international agreement', 'primary product', 'signature of an agreement']"
347,"['Cape Verde', 'EC agreement', 'fishing agreement', 'sea fishing']"
348,"['Costa Rica', 'protocol to an agreement', 'GATT', 'accession to an agreement']"
349,"['Tunisia', 'protocol to an agreement', 'GATT', 'accession to an agreement']"
350,"['EC cooperation agreement', 'administrative cooperation', 'EFTA countries', 'information transfer', 'technical regulations', 'free-trade agreement']"
351,"['Bulgaria', 'EC trade agreement', 'liberalisation of trade', 'import licence', 'testing', 'industrial product']"
352,"['economic cooperation', 'framework agreement', 'trade cooperation']"
353,"['protocol to an agreement', 'EC cooperation agreement', 'Thailand', 'cassava', 'trade cooperation', 'agricultural production']"
354,"['Eastern Europe', 'economic development', 'economic reconstruction']"
355,"[""Côte d'Ivoire"", 'EC agreement', 'inshore fishing']"
356,"['inshore fishing', 'Tanzania']"
357,"['Malta', 'originating product', 'administrative cooperation', 'movement certificate', 'Canary Islands', 'Ceuta and Melilla']"
358,"['Malta', 'originating product', 'administrative cooperation', 'currency adjustment', 'customs document']"
359,"['Cyprus', 'originating product', 'administrative cooperation', 'movement certificate', 'Canary Islands', 'Ceuta and Melilla']"
